"Type","Source","Material","P","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Ni","Cu","Zn","As","Se","Rb","Sr","Y","Zr","Nb","Mo","Sn","Pb","Bi","U","Th"
"geological","NH","qtz",0,1568,0,38346,1783,3582,146,88,239,13752,0,0,54,5.4,0,116.1,153,70.2,532,71,0,0,13,0,0,14
"geological","NH","qtz",0,0,0,6399,2063,524,13.1,0,24,1134,15,0,0,0,0,10.8,41.9,8.3,87.2,3.3,0,0,5.2,0,0,0
"geological","NH","qtz",0,0,0,2529,230,73,0,15,9,66,0,0,0,0,0,5,2.6,1.8,21.6,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,302,0,51,0,0,23,87,0,0,0,0,0,0,1.7,0,27.8,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,4423,174,215,6.3,0,33,793,0,0,0,0,0,22.7,8.2,0,45.7,3.3,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,4495,130,207,6.4,14,36,781,0,0,0,0,0,23,7.7,0,45.9,4.8,0,0,0,0,0,0
"geological","NH","qtz",8465,0,0,4526,147,214,6.7,11,31,784,12,0,0,0,0,22.7,6.5,0,45.7,5,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,4606,162,225,8.7,8,30,800,0,0,0,0,0,20.4,7.1,0,44.4,5.8,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,4325,142,204,7.6,12,31,831,0,0,0,0,0,21.8,8,0,46.7,4.9,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,218,7282,188,0,0,35,1052,0,0,0,0,0,0,10.6,4.6,32.2,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,0,5514,112,0,0,31,1731,0,0,0,0,0,0,8.7,4.7,36.6,0,0,0,0,0,0,0
"geological","NH","qtz",0,1254,0,3500,6689,55,6.1,0,27,161,14,0,0,0,0,2.5,64.4,44.1,12.2,0,0,0,16.2,0,0,0
"geological","NH","qtz",0,0,0,1724,102,157,14.1,8,0,162,17,0,0,0,0,5.8,13.9,5.6,47.6,0,0,0,0,0,4.8,0
"geological","NH","qtz",0,0,0,5478,661,449,9.5,12,0,120,0,0,0,0,0,11.7,6.2,2.9,60,2.7,0,0,5.4,0,0,0
"geological","NH","qtz",0,0,0,5589,706,452,9.3,0,0,119,0,0,0,0,0,12,5.5,2.6,60.6,2.1,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,5518,675,416,12.7,0,0,140,0,0,0,0,0,10.4,5.6,3.5,60.1,3.6,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,5610,645,433,9,8,0,128,0,10,0,0,0,12,5.3,2.6,61.1,2.8,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,5579,645,428,9.8,0,0,138,0,0,0,0,0,12.3,5.2,2.9,60.8,2.6,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,1493,0,90,6.1,0,0,135,0,0,0,0,0,3.8,1.5,0,45.5,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,3104,0,513,0,20,0,239,0,0,0,0,0,12.9,16.4,0,52.7,2.9,0,0,6.6,0,0,0
"geological","NH","qtz",0,0,0,2227,496,149,6.1,0,0,201,0,0,0,0,0,10,10.2,4.5,36.7,0,0,0,0,0,0,0
"geological","NH","qtz",12886,0,0,1136,635,84,0,0,0,60,0,0,0,0,0,2.9,4.4,2.4,33.1,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,3182,0,221,0,14,0,153,0,0,0,0,0,9.1,5.8,8.4,49.3,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,3111,0,222,0,12,0,143,0,0,0,0,0,8.1,4.9,8.2,51.9,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,2957,0,211,0,9,0,149,0,0,0,0,0,8,5.6,8.2,48.8,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,2827,0,221,0,11,0,139,0,0,0,0,0,9.4,5.7,7.3,48.8,0,0,0,5.1,0,0,0
"geological","NH","qtz",0,0,0,2895,0,203,0,10,0,159,0,0,0,0,0,8.5,6.1,8.3,49,0,0,0,0,0,0,0
"geological","NH","qtz",6376,0,0,507,0,44,5.7,0,0,34,0,0,0,0,0,0,3.1,2.9,22.8,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,5242,0,310,20.7,10,0,463,0,0,0,0,0,20,10.7,0,14.4,0,0,0,6.8,0,0,0
"geological","NH","qtz",7120,0,0,3549,1754,229,4,13,0,119,0,0,0,0,0,6.6,4.6,7.5,47.7,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,637,0,97,3.6,0,0,136,0,0,0,0,0,0,3,0,52.3,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,3225,5780,230,13.4,0,0,345,0,0,0,0,0,11.7,12.3,0,51.7,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,3531,5611,258,15,0,0,381,0,0,0,0,0,12,13.8,0,52.7,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,3352,5400,244,14.9,0,0,346,0,0,0,0,0,10.8,14,0,49.6,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,3380,5311,233,16,13,0,351,14,0,0,0,0,11.2,11.9,0,48.1,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,3408,5568,245,15.9,15,0,369,0,0,0,0,0,10.5,11.3,0,51.4,0,0,0,0,0,0,0
"geological","NH","qtz",0,0,0,2861,0,174,4.1,10,23,257,0,0,0,0,0,11.4,6.5,0,25.1,2.3,0,40,0,0,0,0
"geological","LD","fgv",0,0,0,31850,66878,16053,231,0,1489,66670,0,0,95,10,0,61,2188,25.6,537,140,0,0,14,0,0,79
"geological","LD","fgv",0,0,1275,32228,56174,15711,200,40,1487,70477,0,0,113,9,0,65,1370,31.1,567,146,0,34,8,0,0,63
"geological","LD","fgv",0,0,0,31039,39583,9687,159,0,1285,57280,0,0,92,7.8,0,61.7,1298,26.9,526,133,0,0,0,0,0,40
"geological","LD","fgv",0,0,0,34428,43987,10245,151,0,1312,58691,0,0,98,10,0,75,1581,26.8,542,133,0,0,15,0,0,56
"geological","LD","fgv",0,0,0,35868,44881,10145,161,29,1339,58643,0,0,93,9,0,73,1645,27.9,571,137,0,57,11,0,0,64
"geological","LD","fgv",0,0,0,35037,42906,9903,163,33,1271,58775,0,0,105,8,0,76,1629,26.7,561,137,7.5,0,15,0,0,61
"geological","LD","fgv",0,0,0,36250,44038,10242,150,0,1288,59487,0,0,98,9,0,77,1670,27.8,549,139,9.7,38,17,0,0,54
"geological","LD","fgv",0,0,0,35755,44078,10181,155,0,1294,58361,0,0,94,10.5,0,74,1615,26,537,136,7.6,34,8,0,0,63
"geological","LD","fgv",0,0,0,31839,43089,12364,187,0,1168,55355,0,0,87,9,0,71,1317,25.2,491,119,8,0,12,0,0,45
"geological","OL","qtz",0,0,0,0,0,651,9.8,0,0,1126,0,0,0,0,0,0,47.3,15.7,139,3.2,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,863,111,469,13.1,11,0,1068,13,0,7.8,0,0,2.6,61,17,135,3.4,0,23,0,0,0,0
"geological","OL","qtz",0,0,0,0,297,388,5.7,24,0,381,0,0,0,0,0,0,22,13.5,45.4,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,815,0,547,10.1,0,0,533,13,0,0,0,0,2.4,39.6,16.8,171,3.8,0,0,0,0,0,10
"geological","OL","qtz",0,0,0,803,0,544,11.1,0,0,552,12,0,0,0,0,0,39.5,17.6,175,3.4,0,0,4.6,0,0,0
"geological","OL","qtz",0,0,0,934,0,541,10.6,0,0,496,0,0,0,0,0,0,41.1,18.6,169,2.8,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,844,0,557,13.6,0,0,557,13,0,0,0,0,0,39.1,17.8,167,3,0,0,0,0,0,13
"geological","OL","qtz",0,0,0,1068,0,557,9.6,0,0,528,0,0,0,0,0,0,42.9,19.6,174,2.5,0,0,0,0,0,10
"geological","OL","qtz",0,2632,0,847,135,831,14.7,11,11,1379,0,12,0,0,0,0,39.7,16.8,167,4.1,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,186,0,58,0,0,0,171,0,0,0,0,0,0,90.4,4.4,57.2,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,1803,550,631,14.2,0,0,1598,0,0,0,0,0,4.7,113,12.6,47.3,0,0,0,0,0,0,10
"geological","OL","qtz",0,0,0,715,281,551,6.6,0,0,1729,0,0,0,0,0,2.6,63.3,13.6,117,3.1,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,721,0,248,6.4,0,0,262,0,0,0,0,0,0,26.2,7.3,65.3,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,634,0,234,7,0,0,253,0,0,0,0,0,0,27.3,8.7,68.6,2.6,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,710,0,236,7,0,0,269,0,0,0,0,0,0,26,7.4,69.1,2.5,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,705,0,240,6.4,0,0,252,0,0,0,0,0,0,25.6,8,68.4,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,642,0,248,6.8,0,0,261,0,0,0,0,0,2.6,26.5,8.4,69.1,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,2112,0,579,32,18,37,3863,17,0,0,0,0,4.4,254,25.6,114,2.8,0,0,10,0,0,17
"geological","OL","qtz",0,0,0,255,314,841,12.5,14,0,2342,19,0,0,3.8,0,0,45.3,20.8,216,4.7,0,0,0,0,0,18
"geological","OL","qtz",0,0,0,185,0,796,6.5,20,0,1774,0,0,0,0,0,0,48.2,17.5,139,3.3,0,0,0,0,0,10
"geological","OL","qtz",0,0,0,241,0,701,0,13,60,2352,15,0,0,0,0,0,30.9,12.1,107,3.3,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,472,0,372,18.3,12,0,1737,0,0,0,0,0,0,90,27.5,95,3.2,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,513,0,388,18.5,0,0,1761,21,0,0,0,0,0,85.5,26,94,0,0,0,0,0,0,9
"geological","OL","qtz",0,0,0,435,0,374,16.4,0,0,1704,21,0,0,0,0,0,87.5,26.9,96,2.6,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,569,0,378,16.6,0,0,1756,0,0,0,0,0,0,87.7,27.1,95,2.6,0,0,0,0,0,15
"geological","OL","qtz",0,0,0,455,0,352,17.6,19,0,1715,17,0,0,0,0,0,88.1,27.2,94,3.9,0,0,0,0,0,10
"geological","OL","qtz",0,0,0,173,0,521,10,9,0,1965,0,0,0,0,0,0,48.5,16.3,70,0,0,0,0,0,0,10
"geological","OL","qtz",0,0,0,1176,0,95,3.9,0,0,540,0,0,0,0,0,4.7,3.9,2.6,33.2,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,1669,0,166,11.2,10,0,291,0,0,0,0,0,6,83.3,13.8,50.2,0,0,0,0,0,0,8
"geological","OL","qtz",0,0,0,243,300,741,9.4,12,0,384,0,0,0,0,0,0,36,17.8,179,5.7,0,0,0,0,0,11
"geological","OL","qtz",0,0,0,2273,0,134,0,0,0,631,0,0,6.3,0,0,5.3,9.1,0,21.8,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,2059,0,126,0,0,0,620,0,0,0,0,0,3.7,8.1,0,22.5,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,2237,0,129,0,0,0,639,0,0,0,0,0,4.2,7.6,1.6,23.4,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,2160,0,127,5.3,0,0,631,0,0,0,0,0,3.7,7.5,0,26.6,0,0,0,0,17,0,0
"geological","OL","qtz",0,0,0,2102,0,125,0,0,0,670,0,0,0,0,0,3.2,8.6,0,23.5,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,5096,469,555,15,20,13,1095,0,0,0,0,0,11.7,68.4,8.2,46.2,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,546,0,189,10.8,0,0,1633,0,0,0,0,0,3.3,42.2,19.9,58.2,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,1125,0,127,10.3,0,0,259,0,0,0,0,0,4.8,18.6,3.2,23.3,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,4024,0,616,19.8,11,14,639,0,0,0,0,0,12.8,56.7,17.6,85.4,3.6,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,2399,3199,475,16.9,18,21,500,12,0,0,0,0,8.1,126,16.4,85,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,2282,3376,466,20,18,18,505,20,0,0,0,0,6.2,123,16,84.6,0,0,0,5.5,0,0,0
"geological","OL","qtz",0,0,0,2312,3309,474,16.5,19,13,529,0,0,6.2,0,0,6.3,127,17,83.6,3,0,0,0,0,0,13
"geological","OL","qtz",0,0,0,2349,3147,501,16.7,17,25,503,0,0,0,0,0,7.1,125,15.7,89.4,2.5,0,25,0,0,0,11
"geological","OL","qtz",0,0,0,2375,3279,490,13.7,18,16,499,16,0,0,0,0,8.1,125,16.3,84.6,0,0,0,6,0,0,11
"geological","OL","qtz",0,0,0,4201,200,391,22.6,17,0,336,0,0,0,0,0,9.2,40,16.5,43.6,2.3,0,0,5,0,0,9
"geological","OL","qtz",0,0,0,2224,411,394,16.5,12,0,139,0,0,0,0,0,5.2,118,16.3,61.8,0,0,0,0,0,0,8
"geological","OL","qtz",0,0,0,2328,515,433,16.8,0,19,1381,0,0,0,0,0,13.6,46.3,12.8,78.1,2.9,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,661,0,429,16.4,10,25,124,13,0,0,0,0,2.2,70.8,13.3,88.6,2.7,0,0,0,0,0,12
"geological","OL","qtz",0,0,0,8968,213,467,24.9,12,0,524,0,0,0,0,0,16.1,78.7,10.5,43.3,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,8776,220,469,26.6,11,0,530,0,0,0,0,0,14.4,77.2,9,45.5,0,0,0,4.9,0,0,0
"geological","OL","qtz",0,0,0,8946,219,497,23.1,17,0,526,0,0,0,0,0,16.7,75.8,10.8,42.6,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,8657,253,459,24,19,0,527,0,0,0,0,0,16.5,74.8,9.4,40.8,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,8609,273,440,22.2,14,0,515,0,0,0,3.4,0,15.7,73.7,10.5,43.9,0,0,0,0,0,0,0
"geological","OL","qtz",0,0,0,4782,0,706,12.4,12,44,1758,13,0,0,0,0,14,52.4,19.7,85.9,0,0,0,0,0,0,10
"geological","NS","qtz",0,0,0,611,0,76,0,23,0,73,15,0,0,0,0,0,1.9,3.1,20.2,0,0,0,0,21,0,0
"geological","NS","qtz",0,0,0,943,0,82,0,0,0,76,0,0,0,0,0,3.3,2.9,2.8,17.9,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,451,0,78,0,21,0,95,0,0,0,0,0,0,2.7,2,34.5,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,691,431,113,0,0,0,76,0,0,0,0,0,3.3,6.9,2.9,32.2,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,711,428,113,4.1,0,0,70,0,0,0,0,0,2.4,6.4,2.8,34.3,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,685,392,107,6.4,0,0,84,0,0,0,0,0,2.9,5.1,2.9,34.6,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,661,451,121,4.7,0,0,76,12,0,0,0,0,3.7,6.8,3.5,30.6,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,737,427,117,3.9,0,0,96,0,0,0,0,0,3.2,6.6,2.8,34,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,718,189,80,0,0,0,123,0,0,0,0,0,3.2,3.1,2.3,28.9,0,0,0,0,0,0,0
"geological","NS","qtz",0,2122,0,602,1434,119,4.8,0,0,72,0,0,0,0,0,0,9.6,1.9,37.1,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,452,0,49,0,0,0,78,0,0,0,0,0,0,0,1.7,18.5,0,0,0,0,18,0,0
"geological","NS","qtz",0,0,0,1961,20644,206,14.9,0,119,147,0,0,6.8,0,0,4,11.5,3.6,41.4,0,0,0,0,0,0,0
"geological","NS","qtz",9369,0,0,1180,979,129,7.2,0,0,72,0,0,0,0,0,0,7.9,1.8,35.7,0,0,0,0,0,0,0
"geological","NS","qtz",8401,0,0,1242,1021,118,6.1,0,0,56,0,0,0,0,0,0,7.5,2.6,37.5,0,0,0,0,0,0,0
"geological","NS","qtz",13500,0,0,1287,1051,104,4.5,0,0,65,0,0,0,0,0,0,7.6,2.4,37,0,0,0,0,0,0,0
"geological","NS","qtz",8899,0,0,1258,953,110,0,0,0,67,12,0,0,0,0,0,9.5,2.4,35.7,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,1225,978,99,5.7,0,0,69,0,0,0,0,0,0,8.4,3.4,37.2,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,1288,0,81,0,0,0,102,0,0,0,0,0,4,0,2.5,36.5,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,508,0,60,0,22,0,34,0,0,0,0,0,0,1.8,0,18.1,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,426,673,67,0,0,0,122,17,0,0,0,0,0,5.5,1.8,23.1,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,1315,518,161,6.9,17,0,145,0,0,0,0,0,0,0,1.6,34.2,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,932,118,211,5.7,0,0,112,0,0,0,0,0,2.8,4.5,2.4,37.4,0,0,0,0,0,0,0
"geological","NS","qtz",8201,0,0,894,0,206,4.3,0,0,96,16,0,0,0,0,2.1,4.5,2.2,37,0,0,0,0,0,0,0
"geological","NS","qtz",7416,0,0,1005,102,196,4.8,0,0,115,0,0,0,0,0,2.6,4,3.3,38.8,0,0,0,0,0,0,0
"geological","NS","qtz",9624,0,0,768,0,194,4.5,0,0,111,0,0,0,0,0,2.7,4.8,2.5,37.8,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,1036,0,216,0,0,0,99,0,0,0,0,0,0,5.2,2.5,39.7,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,650,0,47,3.8,0,0,206,0,0,0,0,0,0,0,2.1,14.5,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,1081,0,93,0,0,0,158,0,0,0,0,0,2.7,2,1.6,16.8,0,0,0,0,0,0,0
"geological","NS","qtz",7004,0,0,425,394,15,5.2,0,0,44,0,0,0,0,0,0,0,0,21.2,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,6802,3008,361,17.5,12,20,286,0,0,0,0,0,5.8,5.5,1.7,25.2,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,226,0,91,0,0,0,88,0,0,0,0,0,0,0,2.9,19,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,218,0,92,0,0,0,76,0,0,0,0,0,0,2.3,2.6,18,0,0,22,0,0,0,0
"geological","NS","qtz",0,0,0,245,0,84,0,0,0,69,0,0,0,0,0,0,1.8,2,17.5,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,255,0,73,4.3,0,0,89,0,0,0,0,0,0,2.1,2.1,17.3,0,0,27,0,0,0,0
"geological","NS","qtz",6236,0,0,293,0,85,0,0,0,69,12,0,0,0,0,0,2.4,2.6,18.1,0,0,0,0,19,0,0
"geological","NS","qtz",7293,0,0,167,0,102,6.8,0,47,50,0,0,0,0,0,0,1.7,2.2,20.2,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,2808,2917,146,8.1,0,0,176,0,0,0,0,0,3.8,6.9,3.1,40.4,0,0,0,0,0,0,0
"geological","NS","qtz",8536,0,0,496,801,37,4.2,0,41,41,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,383,899,40,0,0,38,44,0,0,0,0,0,0,0,0,21.1,0,0,0,0,0,0,0
"geological","NS","qtz",8506,0,0,532,889,31,3.5,0,32,63,0,0,0,0,0,0,1.8,0,21.1,0,0,0,0,0,0,0
"geological","NS","qtz",8788,0,0,436,938,37,0,0,40,41,0,0,0,0,0,0,0,1.9,21.5,0,0,0,0,0,0,0
"geological","NS","qtz",7743,0,0,522,855,32,0,0,44,45,0,0,0,0,0,0,0,0,22.7,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,1582,0,107,4.6,0,0,143,0,0,0,0,0,3.6,1.7,0,16.4,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,794,0,49,4.2,0,0,143,0,0,0,0,0,0,0,0,17.4,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,576,0,63,0,0,0,86,0,0,0,0,0,2.5,0,1.7,23.2,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,567,8620,72,0,21,0,118,0,0,0,0,0,2.2,10.9,5.5,23,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,741,0,169,6.5,0,20,82,0,0,0,0,0,3.5,0,2.8,26.2,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,484,0,40,0,0,0,57,0,0,0,0,0,0,0,0,19.9,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,191,137,26,0,0,0,42,0,0,0,0,0,0,6.1,1.7,16.3,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,275,198,32,0,0,0,61,0,0,0,0,0,0,6.9,0,15.3,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,308,242,23,0,0,0,54,0,0,0,0,0,0,4.8,0,13.7,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,192,212,35,0,0,0,38,0,0,0,0,0,0,5.8,0,14.3,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,240,217,28,0,0,0,29,0,0,0,0,0,0,6.6,1.5,16.5,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,295,556,24,0,0,13,40,0,0,0,0,0,0,6.7,0,41.6,0,0,0,0,0,0,0
"geological","NS","qtz",0,0,0,562,9523,93,14.8,11,0,182,0,0,0,0,0,0,23.8,3.5,30.5,0,0,0,0,0,0,8
